sim_number,textsim_mean,treedist_mean
1,0.6883448914030994,7.059870550161812
2,0.6971216237467855,6.83495145631068
3,0.6936881167988946,6.849514563106798
4,0.6922690077989233,7.037216828478965
5,0.6963911787591706,7.0177993527508065
6,0.6930825235291977,7.331715210355987
7,0.6961947918709813,7.137540453074433
8,0.696771765411093,7.076051779935274
9,0.6932137777793754,6.964401294498383
10,0.6927561300375701,6.964401294498383
11,0.6928500857168032,6.995145631067961
12,0.6990559448798497,7.019417475728156
13,0.6929903501060017,6.733009708737862
14,0.6981770216839985,6.969255663430424
15,0.6947662258418246,6.825242718446601
16,0.696055808547631,6.797734627831715
17,0.6970344742814314,7.145631067961166
18,0.6946187140872178,6.964401294498383
19,0.7011753090666335,6.872168284789644
20,0.6948304908368195,6.7799352750809065
21,0.6949477277720244,7.063106796116505
22,0.694904594697227,6.779935275080906
23,0.6929761501191889,6.880258899676375
24,0.6944999836120018,7.184466019417476
25,0.6969198792401256,7.006472491909385
26,0.6997504502920657,6.8446601941747565
27,0.6987731832902409,7.009708737864078
28,0.6963626527284728,6.898058252427185
29,0.6973128257542366,7.085760517799353
30,0.6965143486712744,7.011326860841426
31,0.6946865514547693,6.940129449838188
32,0.6962538756984723,6.936893203883495
33,0.692356747620314,7.0048543689320395
34,0.6870396578003287,7.032362459546926
35,0.690027042934038,7.064724919093852
36,0.701038909816819,6.983818770226538
37,0.6959143240957198,6.752427184466019
38,0.700515436991133,6.991909385113268
39,0.6938300336738235,7.0032362459546915
40,0.6941088497831598,7.105177993527509
41,0.6928763452278373,7.008090614886731
42,0.6934972000835783,6.737864077669902
43,0.6953921383156361,7.017799352750809
44,0.6882468239678534,6.8381877022653725
45,0.7006205716758098,6.872168284789644
46,0.693021719413282,6.877022653721684
47,0.6981833289742084,6.914239482200648
48,0.6905981085736389,6.7783171521035595
49,0.6999638245040158,7.116504854368932
50,0.6973590590903674,6.959546925566343
51,0.6957770035779978,6.788025889967636
52,0.6964875980488306,6.851132686084142
53,0.6912623046864199,6.962783171521035
54,0.6928348147753373,7.006472491909383
55,0.6975379733784685,6.885113268608413
56,0.6946046777720591,7.07443365695793
57,0.6956203339748012,6.970873786407768
58,0.6944138919361973,6.969255663430422
59,0.6886579554925845,7.27346278317152
60,0.6949678353217813,7.135922330097086
61,0.6913407252058628,7.192556634304206
62,0.6931092342705403,6.800970873786406
63,0.7005598882641222,6.936893203883494
64,0.6959506322457952,6.959546925566343
65,0.6933159107722126,6.872168284789644
66,0.6951704176691358,7.108414239482201
67,0.6962732155249729,6.7961165048543695
68,0.6924352968973635,7.237864077669902
69,0.696974108086049,6.896440129449837
70,0.6911173806703591,6.9870550161812295
71,0.6928789935837286,6.898058252427185
72,0.6905055528802009,7.027508090614886
73,0.6993001944424652,6.901294498381879
74,0.6982322862329606,6.825242718446601
75,0.6949706727150574,6.985436893203884
76,0.6931440002227678,6.946601941747572
77,0.6934918471910421,6.982200647249192
78,0.6981346728250046,6.946601941747572
79,0.6926687567172313,7.2168284789644
80,0.6972529220253133,6.909385113268607
81,0.6876542600998986,7.009708737864077
82,0.693099170392771,6.889967637540455
83,0.6915283220967814,7.207119741100324
84,0.6935805007574242,6.953074433656959
85,0.6918758099422486,6.909385113268608
86,0.7016754561257594,6.771844660194173
87,0.6928574102885515,6.577669902912622
88,0.6992836717070114,6.744336569579287
89,0.6904005577552665,7.006472491909385
90,0.6975417080724123,6.941747572815534
91,0.6972649182316555,7.037216828478966
92,0.6949492036138923,6.775080906148865
93,0.6937847487073886,6.663430420711977
94,0.6937811698728396,6.865695792880258
95,0.6939332372837468,6.687702265372169
96,0.6942952562690168,6.877022653721684
97,0.6974546038892278,6.923948220064726
98,0.6957980565557974,6.898058252427185
99,0.694949798599416,6.8284789644012935
100,0.6997994663356577,6.8462783171521036
101,0.6972523706341253,6.846278317152103
102,0.6920827305529109,7.271844660194174
103,0.6936060505584606,7.0388349514563116
104,0.6908909158124121,7.0129449838187705
105,0.6925813738485755,7.140776699029127
106,0.6908356366034079,6.896440129449837
107,0.6962924576017848,6.951456310679612
108,0.6933810802532245,6.8381877022653725
109,0.6949056981547365,7.1618122977346275
110,0.6937395694957968,7.103559870550162
111,0.6947280098126545,6.812297734627831
112,0.6891176504321084,7.014563106796116
113,0.697001915774685,6.9870550161812295
114,0.6935827531957318,6.87378640776699
115,0.6968217006007444,6.928802588996765
116,0.6984677331154401,6.864077669902914
117,0.6933850903051957,7.156957928802588
118,0.696572935841616,7.019417475728155
119,0.6879533310345461,7.2168284789644
120,0.6922648687964503,6.89967637540453
121,0.6971722975807283,7.084142394822005
122,0.6942589089129735,6.849514563106798
123,0.6942925037014446,6.8300970873786415
124,0.696550074084677,6.5938511326860825
125,0.6974263040764818,6.8462783171521036
126,0.6944369941853397,7.048543689320388
127,0.6918507716995227,7.174757281553399
128,0.696620762348175,7.158576051779937
129,0.6929139209893143,6.847896440129452
130,0.6966275482116008,6.90453074433657
131,0.6881919552400275,7.121359223300971
132,0.696687543324668,6.919093851132686
133,0.7007094157745152,6.860841423948219
134,0.6973202178875605,6.828478964401294
135,0.6948773147218821,7.129449838187703
136,0.6954737494196322,7.110032362459546
137,0.6939690492106874,6.993527508090615
138,0.6918851423610761,6.749190938511327
139,0.6924154999090244,6.83495145631068
140,0.6870232619899762,7.114886731391587
141,0.6966423825345764,6.815533980582524
142,0.7023545177141053,7.032362459546927
143,0.6987221561685735,6.8883495145631075
144,0.696813668874861,7.040453074433657
145,0.6932949815367417,6.889967637540454
146,0.7064116416336264,6.906148867313915
147,0.6932661673687037,6.873786407766991
148,0.6982579914593773,7.053398058252428
149,0.6978293157704054,6.804207119741098
150,0.6951845412211897,6.7200647249190935
151,0.7022226906131387,6.8381877022653725
152,0.6920900301447193,6.9546925566343045
153,0.6970267577464526,6.978964401294499
154,0.6916840516730034,7.037216828478967
155,0.700267592149645,7.032362459546926
156,0.7009909425449217,6.6618122977346275
157,0.697911896028565,7.153721682847897
158,0.6944785418055204,7.045307443365696
159,0.69488127187231985,6.930420711974111
160,0.6918912474970216,6.922330097087378
161,0.6971305440930488,6.993527508090616
162,0.6868898752823617,7.166666666666668
163,0.6997337561209225,6.875404530744338
164,0.6958104548041488,6.9304207119741115
165,0.6994481897855653,7.176375404530743
166,0.6944152792391268,6.807443365695795
167,0.6923248318888995,6.935275080906148
168,0.6940736079100266,6.843042071197412
169,0.6964514352935803,6.8527508090614875
170,0.7000634432514123,6.686084142394823
171,0.6919316564080784,6.925566343042071
172,0.6933102030005656,7.134304207119742
173,0.693470958270687,6.923948220064726
174,0.6946753370048159,6.789644012944984
175,0.6970504238767531,6.686084142394823
176,0.6964354858911539,7.1618122977346275
177,0.6933188389709466,7.1521035598705485
178,0.7004989078901347,6.899676375404532
179,0.699016055242915,6.867313915857605
180,0.6985326196190609,6.762135922330098
181,0.6932105735474805,6.90453074433657
182,0.6931443189340116,7.142394822006473
183,0.6932327089089791,7.1715210355987065
184,0.6971787719664836,6.70064724919094
185,0.6920718027453592,6.736245954692557
186,0.6984495086577331,6.946601941747572
187,0.6922535986479817,7.131067961165049
188,0.6963667559488692,7.050161812297734
189,0.6950377394659234,6.946601941747574
190,0.6940756549630736,6.9304207119741115
191,0.6992035185538449,6.854368932038834
192,0.6982863910472124,6.9611650485436884
193,0.6948850064215921,6.941747572815534
194,0.697780304452748,7.058252427184466
195,0.6955374061193281,7.072815533980584
196,0.6938785889387902,6.77346278317152
197,0.6940017714855354,7.048543689320388
198,0.6909239494202593,6.998381877022655
199,0.6928419205556023,7.1569579288025915
200,0.6984910324071217,6.781553398058253
201,0.6927673890463357,6.9611650485436884
202,0.6968370400682623,6.883495145631068
203,0.6949834598403146,6.899676375404531
204,0.694589400368601,6.7783171521035595
205,0.6960895413044587,6.917475728155341
206,0.6950665043009909,7.051779935275082
207,0.6885880672140801,7.144012944983818
208,0.6966178064689668,7.12621359223301
209,0.6942022984371216,6.917475728155341
210,0.6926504624314294,7.090614886731392
211,0.6929719211310631,7.087378640776697
212,0.700631049410425,6.991909385113269
213,0.6946420743820351,6.996763754045309
214,0.6936887350765246,7.0194174757281544
215,0.6941345036512054,6.851132686084142
216,0.6987527460342087,7.022653721682848
217,0.7036125642099813,7.116504854368932
218,0.6981610862664805,7.110032362459545
219,0.6944036542115474,6.936893203883495
220,0.688387537224393,7.134304207119742
221,0.6949970828290896,6.9304207119741115
222,0.6923856062024928,7.108414239482201
223,0.6956244759189272,6.94336569579288
224,0.7022450652130213,6.877022653721684
225,0.690690146053879,7.186084142394824
226,0.6976997178638638,6.949838187702264
227,0.6952838172418786,6.964401294498382
