sim_number,reuse_rate
1,0.09856035437430787
2,0.10409745293466224
3,0.10963455149501661
4,0.12292358803986711
5,0.11960132890365449
6,0.09191583610188261
7,0.12181616832779624
8,0.11960132890365449
9,0.11738648947951273
10,0.11074197120708748
11,0.10631229235880399
12,0.11295681063122924
13,0.12181616832779624
14,0.09966777408637874
15,0.09745293466223699
16,0.12513842746400886
17,0.10077519379844961
18,0.11295681063122924
19,0.10741971207087486
20,0.11517165005537099
21,0.12181616832779624
22,0.10409745293466224
23,0.10077519379844961
24,0.09191583610188261
25,0.10963455149501661
26,0.12070874861572536
27,0.10963455149501661
28,0.12181616832779624
29,0.10188261351052048
30,0.09966777408637874
31,0.10077519379844961
32,0.09080841638981174
33,0.11406423034330011
34,0.10963455149501661
35,0.10631229235880399
36,0.11074197120708748
37,0.1184939091915836
38,0.12292358803986711
39,0.10631229235880399
40,0.09523809523809523
41,0.12181616832779624
42,0.09966777408637874
43,0.11627906976744186
44,0.10631229235880399
45,0.11295681063122924
46,0.12513842746400886
47,0.10741971207087486
48,0.10188261351052048
49,0.11074197120708748
50,0.08305647840531562
51,0.11627906976744186
52,0.10520487264673312
53,0.11406423034330011
54,0.1184939091915836
55,0.09191583610188261
56,0.11738648947951273
57,0.11960132890365449
58,0.09523809523809523
59,0.11738648947951273
60,0.14174972314507198
61,0.11960132890365449
62,0.10188261351052048
63,0.10299003322259136
64,0.11074197120708748
65,0.09745293466223699
66,0.10631229235880399
67,0.08970099667774087
68,0.10741971207087486
69,0.10963455149501661
70,0.11074197120708748
71,0.10852713178294573
72,0.09745293466223699
73,0.11406423034330011
74,0.11295681063122924
75,0.10299003322259136
76,0.11074197120708748
77,0.11295681063122924
78,0.09413067552602436
79,0.09745293466223699
80,0.11738648947951273
81,0.10852713178294573
82,0.11406423034330011
83,0.11406423034330011
84,0.11738648947951273
85,0.10631229235880399
86,0.10631229235880399
87,0.10299003322259136
88,0.10963455149501661
89,0.10741971207087486
90,0.10852713178294573
91,0.10299003322259136
92,0.11295681063122924
93,0.11295681063122924
94,0.10631229235880399
95,0.11960132890365449
96,0.09523809523809523
97,0.10299003322259136
98,0.09523809523809523
99,0.10520487264673312
100,0.12292358803986711
101,0.12403100775193798
102,0.08305647840531562
103,0.10741971207087486
104,0.12070874861572536
105,0.10963455149501661
106,0.09745293466223699
107,0.11295681063122924
108,0.11406423034330011
109,0.11738648947951273
110,0.10188261351052048
111,0.12846068660022147
112,0.1184939091915836
113,0.11738648947951273
114,0.10188261351052048
115,0.09745293466223699
116,0.11406423034330011
117,0.1362126245847176
118,0.10741971207087486
119,0.10631229235880399
120,0.09745293466223699
121,0.10299003322259136
122,0.13178294573643412
123,0.10520487264673312
124,0.11738648947951273
125,0.10741971207087486
126,0.10741971207087486
127,0.11295681063122924
128,0.10631229235880399
129,0.11738648947951273
130,0.11627906976744186
131,0.12624584717607973
132,0.11738648947951273
133,0.1184939091915836
134,0.09745293466223699
135,0.10631229235880399
136,0.11738648947951273
137,0.11406423034330011
138,0.10741971207087486
139,0.10741971207087486
140,0.10631229235880399
141,0.09856035437430787
142,0.132890365448505
143,0.11406423034330011
144,0.08970099667774087
145,0.10520487264673312
146,0.10852713178294573
147,0.1273532668881506
148,0.11295681063122924
149,0.1184939091915836
150,0.11074197120708748
151,0.10299003322259136
152,0.11960132890365449
153,0.11406423034330011
154,0.11738648947951273
155,0.11627906976744186
156,0.10852713178294573
157,0.11627906976744186
158,0.11406423034330011
159,0.10631229235880399
160,0.12956810631229235
161,0.10963455149501661
162,0.10409745293466224
163,0.12181616832779624
164,0.10520487264673312
165,0.12624584717607973
166,0.12070874861572536
167,0.12956810631229235
168,0.11074197120708748
169,0.12403100775193798
170,0.12292358803986711
171,0.11295681063122924
172,0.10409745293466224
173,0.10188261351052048
174,0.12070874861572536
175,0.11406423034330011
176,0.10963455149501661
177,0.12292358803986711
178,0.12181616832779624
179,0.10963455149501661
180,0.10188261351052048
181,0.1273532668881506
182,0.10520487264673312
183,0.11295681063122924
184,0.1406423034330011
185,0.11627906976744186
186,0.1184939091915836
187,0.09302325581395349
188,0.11184939091915837
189,0.11517165005537099
190,0.11627906976744186
191,0.11406423034330011
192,0.10520487264673312
193,0.10299003322259136
194,0.11627906976744186
195,0.13399778516057587
196,0.11517165005537099
197,0.11406423034330011
198,0.11627906976744186
199,0.11295681063122924
200,0.10077519379844961
201,0.09966777408637874
202,0.11406423034330011
203,0.11184939091915837
204,0.10299003322259136
205,0.10409745293466224
206,0.09966777408637874
207,0.10852713178294573
208,0.10077519379844961
209,0.13067552602436322
210,0.11074197120708748
211,0.11184939091915837
212,0.11295681063122924
213,0.09856035437430787
214,0.09745293466223699
215,0.10520487264673312
216,0.10852713178294573
217,0.09302325581395349
218,0.10741971207087486
219,0.12181616832779624
220,0.10409745293466224
221,0.11074197120708748
222,0.09413067552602436
223,0.11074197120708748
224,0.10741971207087486
225,0.11627906976744186
226,0.11960132890365449
227,0.1184939091915836
228,0.09966777408637874
229,0.11627906976744186
230,0.11074197120708748
231,0.10520487264673312
232,0.11406423034330011
233,0.12070874861572536
234,0.09523809523809523
235,0.10077519379844961
236,0.10852713178294573
237,0.11184939091915837
238,0.1184939091915836
239,0.11517165005537099
240,0.11074197120708748
241,0.10188261351052048
242,0.12513842746400886
243,0.11074197120708748
244,0.10631229235880399
245,0.12292358803986711
246,0.10299003322259136
247,0.10077519379844961
248,0.11295681063122924
249,0.11517165005537099
250,0.13399778516057587
251,0.12513842746400886
252,0.11627906976744186
253,0.11517165005537099
254,0.10741971207087486
255,0.10409745293466224
256,0.11184939091915837
257,0.12292358803986711
258,0.11627906976744186
259,0.11074197120708748
260,0.10963455149501661
261,0.12070874861572536
262,0.11738648947951273
263,0.11406423034330011
264,0.12846068660022147
265,0.10852713178294573
266,0.11517165005537099
267,0.12403100775193798
268,0.12956810631229235
269,0.11517165005537099
270,0.10188261351052048
271,0.10963455149501661
272,0.12181616832779624
273,0.09634551495016612
274,0.12624584717607973
275,0.11074197120708748
276,0.09191583610188261
277,0.1184939091915836
278,0.10631229235880399
279,0.10409745293466224
280,0.11738648947951273
281,0.11738648947951273
282,0.09080841638981174
283,0.10520487264673312
284,0.10852713178294573
285,0.12846068660022147
286,0.10077519379844961
287,0.10963455149501661
288,0.10963455149501661
289,0.10188261351052048
290,0.09523809523809523
291,0.10963455149501661
292,0.09413067552602436
293,0.12403100775193798
294,0.10409745293466224
295,0.11406423034330011
296,0.11627906976744186
297,0.09745293466223699
298,0.09856035437430787
299,0.10741971207087486
300,0.11406423034330011
301,0.14950166112956811
302,0.11960132890365449
303,0.12070874861572536
304,0.10409745293466224
305,0.12181616832779624
306,0.10520487264673312
307,0.12181616832779624
308,0.09634551495016612
309,0.11517165005537099
310,0.10852713178294573
311,0.10963455149501661
312,0.11295681063122924
313,0.14285714285714285
314,0.12070874861572536
315,0.10520487264673312
316,0.12513842746400886
317,0.11074197120708748
318,0.09856035437430787
319,0.11074197120708748
320,0.1184939091915836
321,0.10077519379844961
322,0.09634551495016612
323,0.10520487264673312
324,0.10741971207087486
325,0.10741971207087486
326,0.1184939091915836
327,0.1273532668881506
328,0.11295681063122924
329,0.13178294573643412
330,0.1273532668881506
331,0.11295681063122924
332,0.12403100775193798
333,0.09856035437430787
334,0.12403100775193798
335,0.11295681063122924
336,0.10741971207087486
337,0.11960132890365449
338,0.12403100775193798
339,0.10077519379844961
340,0.10852713178294573
341,0.10631229235880399
342,0.10631229235880399
343,0.10520487264673312
344,0.10520487264673312
345,0.10741971207087486
346,0.10963455149501661
347,0.12181616832779624
348,0.11074197120708748
349,0.11074197120708748
350,0.11517165005537099
351,0.11406423034330011
352,0.10299003322259136
353,0.10963455149501661
354,0.12624584717607973
355,0.11738648947951273
356,0.11517165005537099
357,0.11295681063122924
358,0.11295681063122924
359,0.10631229235880399
360,0.1273532668881506
361,0.12956810631229235
362,0.12624584717607973
363,0.11295681063122924
364,0.11074197120708748
365,0.10188261351052048
366,0.10963455149501661
367,0.11184939091915837
368,0.10520487264673312
369,0.13842746400885936
370,0.12403100775193798
371,0.11184939091915837
372,0.11184939091915837
373,0.13399778516057587
374,0.10409745293466224
375,0.10963455149501661
376,0.11295681063122924
377,0.10520487264673312
378,0.09302325581395349
379,0.11295681063122924
380,0.11517165005537099
381,0.09745293466223699
382,0.10077519379844961
383,0.11406423034330011
384,0.12292358803986711
385,0.12070874861572536
386,0.09745293466223699
387,0.12956810631229235
388,0.11960132890365449
389,0.10188261351052048
390,0.10631229235880399
391,0.10409745293466224
392,0.10520487264673312
393,0.10631229235880399
394,0.11295681063122924
395,0.11184939091915837
396,0.10299003322259136
397,0.12513842746400886
398,0.10299003322259136
399,0.11406423034330011
400,0.10409745293466224
401,0.11960132890365449
402,0.11184939091915837
403,0.10520487264673312
404,0.1184939091915836
405,0.10299003322259136
406,0.10852713178294573
407,0.09745293466223699
408,0.10852713178294573
409,0.09745293466223699
410,0.09634551495016612
411,0.12624584717607973
412,0.10631229235880399
413,0.09856035437430787
414,0.10520487264673312
415,0.12624584717607973
416,0.11295681063122924
417,0.09745293466223699
418,0.11738648947951273
419,0.12292358803986711
420,0.10299003322259136
421,0.10852713178294573
422,0.10299003322259136
423,0.10963455149501661
424,0.10741971207087486
425,0.11738648947951273
426,0.09523809523809523
427,0.11517165005537099
428,0.12181616832779624
429,0.11406423034330011
430,0.132890365448505
431,0.12070874861572536
432,0.1273532668881506
433,0.11074197120708748
434,0.10741971207087486
435,0.11627906976744186
436,0.1184939091915836
437,0.11517165005537099
438,0.11627906976744186
439,0.10409745293466224
440,0.10741971207087486
441,0.10631229235880399
442,0.10852713178294573
443,0.10963455149501661
444,0.09745293466223699
445,0.11517165005537099
446,0.11074197120708748
447,0.1184939091915836
448,0.09856035437430787
449,0.11627906976744186
450,0.11074197120708748
451,0.10741971207087486
452,0.08416389811738649
453,0.11074197120708748
454,0.08859357696567
455,0.11517165005537099
456,0.1273532668881506
457,0.10963455149501661
458,0.10741971207087486
459,0.11738648947951273
460,0.12846068660022147
461,0.10631229235880399
462,0.10520487264673312
463,0.11184939091915837
464,0.10631229235880399
465,0.11406423034330011
466,0.10520487264673312
467,0.1184939091915836
468,0.12624584717607973
469,0.11184939091915837
470,0.12181616832779624
471,0.09302325581395349
472,0.09745293466223699
473,0.11960132890365449
474,0.11406423034330011
475,0.11738648947951273
476,0.11184939091915837
477,0.10631229235880399
478,0.1184939091915836
479,0.10188261351052048
480,0.11406423034330011
481,0.11184939091915837
482,0.11627906976744186
483,0.12624584717607973
484,0.11184939091915837
485,0.11738648947951273
486,0.10409745293466224
487,0.11517165005537099
488,0.11184939091915837
489,0.10188261351052048
490,0.10520487264673312
491,0.11184939091915837
492,0.12181616832779624
493,0.11406423034330011
494,0.10741971207087486
495,0.09302325581395349
496,0.10299003322259136
497,0.09634551495016612
498,0.11295681063122924
499,0.10631229235880399
500,0.11184939091915837
501,0.11517165005537099
502,0.10631229235880399
503,0.11627906976744186
504,0.09856035437430787
505,0.11627906976744186
506,0.10852713178294573
507,0.12181616832779624
508,0.10631229235880399
509,0.11406423034330011
510,0.11184939091915837
511,0.10520487264673312
512,0.11517165005537099
513,0.11295681063122924
514,0.10741971207087486
515,0.12181616832779624
516,0.11184939091915837
517,0.11295681063122924
518,0.1184939091915836
519,0.10631229235880399
520,0.11295681063122924
521,0.09966777408637874
522,0.11406423034330011
523,0.09413067552602436
524,0.10852713178294573
525,0.12513842746400886
526,0.11627906976744186
527,0.12513842746400886
528,0.12070874861572536
529,0.1273532668881506
530,0.11184939091915837
531,0.12070874861572536
532,0.11074197120708748
533,0.15614617940199335
534,0.11406423034330011
535,0.09966777408637874
536,0.10520487264673312
537,0.11406423034330011
538,0.12070874861572536
539,0.10077519379844961
540,0.11960132890365449
541,0.11738648947951273
542,0.11517165005537099
543,0.11074197120708748
544,0.11295681063122924
545,0.10077519379844961
546,0.11960132890365449
547,0.10188261351052048
548,0.10409745293466224
549,0.09191583610188261
550,0.10741971207087486
551,0.11627906976744186
552,0.11074197120708748
553,0.10631229235880399
554,0.14174972314507198
555,0.1184939091915836
556,0.11627906976744186
557,0.13178294573643412
558,0.10963455149501661
559,0.11627906976744186
560,0.08859357696567
561,0.11517165005537099
562,0.11627906976744186
563,0.09745293466223699
564,0.11627906976744186
565,0.10963455149501661
566,0.11074197120708748
567,0.1184939091915836
568,0.11627906976744186
569,0.10852713178294573
570,0.11406423034330011
571,0.09191583610188261
572,0.09523809523809523
573,0.12624584717607973
574,0.11517165005537099
575,0.09966777408637874
576,0.11627906976744186
577,0.09856035437430787
578,0.10741971207087486
579,0.12292358803986711
580,0.11738648947951273
581,0.11074197120708748
582,0.10077519379844961
583,0.11406423034330011
584,0.11295681063122924
585,0.10299003322259136
586,0.11406423034330011
587,0.10631229235880399
588,0.1184939091915836
589,0.1184939091915836
590,0.10188261351052048
591,0.10963455149501661
592,0.10077519379844961
593,0.11738648947951273
594,0.09856035437430787
595,0.09856035437430787
596,0.11406423034330011
597,0.10741971207087486
598,0.12181616832779624
599,0.10409745293466224
600,0.132890365448505
601,0.10631229235880399
602,0.11184939091915837
603,0.12181616832779624
604,0.10963455149501661
605,0.10963455149501661
606,0.09191583610188261
607,0.09856035437430787
608,0.10409745293466224
609,0.12403100775193798
610,0.11960132890365449
611,0.11184939091915837
612,0.10741971207087486
613,0.11295681063122924
614,0.10852713178294573
615,0.11406423034330011
616,0.11738648947951273
617,0.13067552602436322
618,0.12181616832779624
619,0.11406423034330011
620,0.12513842746400886
621,0.11184939091915837
622,0.11074197120708748
623,0.11406423034330011
624,0.10520487264673312
625,0.10409745293466224
626,0.11738648947951273
627,0.11627906976744186
628,0.10299003322259136
629,0.1273532668881506
630,0.09080841638981174
631,0.10963455149501661
632,0.11406423034330011
633,0.11295681063122924
634,0.11627906976744186
635,0.11074197120708748
636,0.11074197120708748
637,0.11074197120708748
638,0.10631229235880399
639,0.09413067552602436
640,0.11074197120708748
641,0.11295681063122924
642,0.09745293466223699
643,0.10188261351052048
644,0.10188261351052048
645,0.12292358803986711
646,0.10077519379844961
647,0.1184939091915836
648,0.11960132890365449
649,0.11295681063122924
650,0.11406423034330011
651,0.10077519379844961
652,0.12513842746400886
653,0.10852713178294573
654,0.11406423034330011
655,0.11738648947951273
656,0.10963455149501661
657,0.10409745293466224
658,0.10741971207087486
659,0.10852713178294573
660,0.11074197120708748
661,0.10409745293466224
662,0.10520487264673312
663,0.10188261351052048
664,0.10741971207087486
665,0.10741971207087486
666,0.10963455149501661
667,0.11627906976744186
668,0.10409745293466224
669,0.10520487264673312
670,0.11738648947951273
671,0.11517165005537099
672,0.1273532668881506
673,0.11960132890365449
674,0.10963455149501661
675,0.12956810631229235
676,0.11184939091915837
677,0.12070874861572536
678,0.11295681063122924
679,0.11295681063122924
680,0.11406423034330011
681,0.10963455149501661
682,0.12070874861572536
683,0.10963455149501661
684,0.11517165005537099
685,0.10409745293466224
686,0.11960132890365449
687,0.12292358803986711
688,0.1184939091915836
689,0.10963455149501661
690,0.11960132890365449
691,0.12292358803986711
692,0.11406423034330011
693,0.11627906976744186
694,0.10963455149501661
695,0.08748615725359911
696,0.09745293466223699
697,0.12513842746400886
698,0.09856035437430787
699,0.10077519379844961
700,0.10631229235880399
701,0.11517165005537099
702,0.11295681063122924
703,0.12624584717607973
704,0.11738648947951273
705,0.10963455149501661
706,0.12624584717607973
707,0.10520487264673312
708,0.12181616832779624
709,0.10299003322259136
710,0.11184939091915837
711,0.11517165005537099
712,0.09856035437430787
713,0.11295681063122924
714,0.10741971207087486
715,0.10409745293466224
716,0.12181616832779624
717,0.1273532668881506
718,0.11406423034330011
719,0.12403100775193798
720,0.11184939091915837
721,0.12846068660022147
722,0.09523809523809523
723,0.1184939091915836
724,0.10409745293466224
725,0.12181616832779624
726,0.11295681063122924
727,0.12403100775193798
728,0.10852713178294573
729,0.11517165005537099
730,0.11184939091915837
731,0.10631229235880399
732,0.09191583610188261
733,0.09191583610188261
734,0.11184939091915837
735,0.11517165005537099
736,0.11184939091915837
737,0.1184939091915836
738,0.11184939091915837
739,0.11184939091915837
740,0.11738648947951273
741,0.09745293466223699
742,0.11406423034330011
743,0.10520487264673312
744,0.10852713178294573
745,0.09523809523809523
746,0.11627906976744186
747,0.11074197120708748
748,0.11738648947951273
749,0.12846068660022147
750,0.10741971207087486
751,0.12956810631229235
752,0.10520487264673312
753,0.11517165005537099
754,0.09966777408637874
755,0.12513842746400886
756,0.11074197120708748
757,0.12513842746400886
758,0.09745293466223699
759,0.10852713178294573
760,0.11960132890365449
761,0.11517165005537099
762,0.11738648947951273
763,0.12624584717607973
764,0.10631229235880399
765,0.08194905869324474
766,0.11517165005537099
767,0.10741971207087486
768,0.10631229235880399
769,0.10299003322259136
770,0.11295681063122924
771,0.12292358803986711
772,0.12070874861572536
773,0.12513842746400886
774,0.10852713178294573
775,0.09302325581395349
776,0.10963455149501661
777,0.10520487264673312
778,0.09856035437430787
779,0.08970099667774087
780,0.10741971207087486
781,0.09966777408637874
782,0.10963455149501661
783,0.10188261351052048
784,0.10077519379844961
785,0.11406423034330011
786,0.11295681063122924
787,0.11960132890365449
788,0.1362126245847176
789,0.1184939091915836
790,0.08859357696567
791,0.11295681063122924
792,0.10852713178294573
793,0.12181616832779624
794,0.09080841638981174
795,0.09966777408637874
796,0.11627906976744186
797,0.12513842746400886
798,0.13067552602436322
799,0.1184939091915836
800,0.11960132890365449
801,0.12846068660022147
802,0.10409745293466224
803,0.08970099667774087
804,0.11295681063122924
805,0.11074197120708748
806,0.09413067552602436
807,0.10077519379844961
808,0.09413067552602436
809,0.11627906976744186
810,0.1273532668881506
811,0.11074197120708748
812,0.10520487264673312
813,0.10520487264673312
814,0.10520487264673312
815,0.10520487264673312
816,0.11627906976744186
817,0.09634551495016612
818,0.11295681063122924
819,0.10409745293466224
820,0.11295681063122924
821,0.12403100775193798
822,0.10299003322259136
823,0.11184939091915837
824,0.11295681063122924
825,0.12070874861572536
826,0.1184939091915836
827,0.09966777408637874
828,0.09856035437430787
829,0.10188261351052048
830,0.10631229235880399
831,0.09745293466223699
832,0.10741971207087486
833,0.11295681063122924
834,0.1184939091915836
835,0.10741971207087486
836,0.13399778516057587
837,0.10963455149501661
838,0.10963455149501661
839,0.09856035437430787
840,0.10852713178294573
841,0.10520487264673312
842,0.09634551495016612
843,0.10520487264673312
844,0.10852713178294573
845,0.11406423034330011
846,0.11406423034330011
847,0.11406423034330011
848,0.12846068660022147
849,0.11406423034330011
850,0.09745293466223699
851,0.13510520487264674
852,0.1184939091915836
853,0.11074197120708748
854,0.12070874861572536
855,0.11738648947951273
856,0.11406423034330011
857,0.10520487264673312
858,0.12846068660022147
859,0.11184939091915837
860,0.09856035437430787
861,0.12624584717607973
862,0.11738648947951273
863,0.11074197120708748
864,0.10963455149501661
865,0.11627906976744186
866,0.09966777408637874
867,0.12181616832779624
868,0.11738648947951273
869,0.10963455149501661
870,0.10631229235880399
871,0.11074197120708748
872,0.1184939091915836
873,0.09080841638981174
874,0.10852713178294573
875,0.11184939091915837
876,0.10299003322259136
877,0.11627906976744186
878,0.10631229235880399
879,0.11074197120708748
880,0.09634551495016612
881,0.10631229235880399
882,0.08970099667774087
883,0.12403100775193798
884,0.10299003322259136
885,0.13399778516057587
886,0.12846068660022147
887,0.10409745293466224
888,0.10077519379844961
889,0.10631229235880399
890,0.10520487264673312
891,0.10631229235880399
892,0.11406423034330011
893,0.10409745293466224
894,0.12181616832779624
895,0.10077519379844961
896,0.1184939091915836
897,0.10631229235880399
898,0.09080841638981174
899,0.10852713178294573
900,0.12181616832779624
901,0.11627906976744186
902,0.10299003322259136
903,0.11517165005537099
904,0.11295681063122924
905,0.11406423034330011
906,0.10188261351052048
907,0.09966777408637874
908,0.1184939091915836
909,0.11406423034330011
910,0.11738648947951273
911,0.09523809523809523
912,0.12292358803986711
913,0.11074197120708748
914,0.10852713178294573
915,0.10741971207087486
916,0.09966777408637874
917,0.12403100775193798
918,0.11627906976744186
919,0.11517165005537099
920,0.10077519379844961
921,0.10299003322259136
922,0.09745293466223699
923,0.09302325581395349
924,0.09634551495016612
925,0.12624584717607973
926,0.10631229235880399
927,0.10631229235880399
928,0.10188261351052048
929,0.10299003322259136
930,0.10741971207087486
931,0.11074197120708748
932,0.12292358803986711
933,0.12070874861572536
934,0.12181616832779624
935,0.09966777408637874
936,0.11295681063122924
937,0.10188261351052048
938,0.11517165005537099
939,0.09634551495016612
940,0.11184939091915837
941,0.12846068660022147
942,0.10409745293466224
943,0.10299003322259136
944,0.1273532668881506
945,0.10299003322259136
946,0.1184939091915836
947,0.09745293466223699
948,0.09302325581395349
949,0.11295681063122924
950,0.1362126245847176
951,0.11184939091915837
952,0.10077519379844961
953,0.10741971207087486
954,0.10963455149501661
955,0.12513842746400886
956,0.11517165005537099
957,0.09856035437430787
958,0.10741971207087486
959,0.11184939091915837
960,0.12181616832779624
961,0.1273532668881506
962,0.10077519379844961
963,0.11406423034330011
964,0.09523809523809523
965,0.10852713178294573
966,0.09856035437430787
967,0.11738648947951273
968,0.11074197120708748
969,0.10852713178294573
970,0.10741971207087486
971,0.10077519379844961
972,0.10741971207087486
973,0.10631229235880399
974,0.12513842746400886
975,0.11406423034330011
976,0.09966777408637874
977,0.11295681063122924
978,0.1273532668881506
979,0.11184939091915837
980,0.09191583610188261
981,0.11406423034330011
982,0.12513842746400886
983,0.10963455149501661
984,0.12513842746400886
985,0.11960132890365449
986,0.11184939091915837
987,0.10409745293466224
988,0.10631229235880399
989,0.11517165005537099
990,0.10631229235880399
991,0.1273532668881506
992,0.12292358803986711
993,0.10409745293466224
994,0.11738648947951273
995,0.10963455149501661
996,0.09523809523809523
997,0.11074197120708748
998,0.10631229235880399
999,0.10409745293466224
1000,0.10963455149501661
