sim_number,textsim_mean,treedist_mean
1,0.6918990510351518,7.170588235294117
2,0.7071222752332688,6.964705882352941
3,0.6930005145423552,6.970588235294118
4,0.6968237785732045,7.041176470588236
5,0.7101639956235886,6.917647058823529
6,0.7075663813773323,6.811764705882353
7,0.7016596306772793,6.894117647058824
8,0.7056648636565489,7.111764705882353
9,0.702795273065567,7.135294117647058
10,0.7164036156500087,7.1647058823529415
11,0.6945792839807623,7.052941176470588
12,0.7047730272307116,6.894117647058824
13,0.7040178532109541,6.594117647058823
14,0.7058755313648897,6.8
15,0.703948507940068,7.5
16,0.6905704053009257,7.217647058823529
17,0.7053621903938405,6.411764705882352
18,0.7022705588270636,7.011764705882353
19,0.7018762881264967,7.8
20,0.7049825824358884,6.735294117647059
21,0.6916992106858422,6.917647058823529
22,0.689817403344547,6.976470588235294
23,0.6989428828744327,7.217647058823529
24,0.703684631340644,6.8352941176470585
25,0.6954557027886896,7.147058823529411
26,0.6869055071297814,6.894117647058825
27,0.7127625551293878,6.6235294117647054
28,0.6935442852623322,7.2705882352941185
29,0.7102336187573041,6.400000000000001
30,0.7027656267671024,6.564705882352943
31,0.705044696260901,6.841176470588234
32,0.6953396581551607,6.752941176470588
33,0.7087575412848417,7.217647058823529
34,0.7022450241972419,6.611764705882353
35,0.7084406863240634,6.758823529411766
36,0.6821541477652157,7.129411764705883
37,0.6914793624597437,6.935294117647058
38,0.7011189071571126,7.388235294117647
39,0.7030721802921857,7.388235294117647
40,0.700906961980988,7.305882352941177
41,0.7004816458505743,7.394117647058824
42,0.7023682157782948,6.776470588235294
43,0.6897300536141676,7.205882352941176
44,0.7108779703869539,6.970588235294119
45,0.694735149250311,6.758823529411766
46,0.7031687065082438,6.535294117647059
47,0.6934320479631424,7.205882352941177
48,0.7048834699041703,6.741176470588234
49,0.699448755032876,7.099999999999999
50,0.7061906695365906,7.023529411764706
51,0.702738228264977,7.076470588235294
52,0.6964874777723761,6.8764705882352946
53,0.7075152363847284,7.094117647058823
54,0.7005259147461723,7.064705882352942
55,0.7000315217410817,6.823529411764706
56,0.6920361631056842,7.51764705882353
57,0.7079136312007904,6.829411764705883
58,0.6987238237086464,7.18235294117647
59,0.6932119411580703,7.135294117647058
60,0.6939585989012438,6.74705882352941
61,0.706504613161087,6.958823529411764
62,0.6991058356621687,7.247058823529412
63,0.7063753995825263,6.829411764705883
64,0.7024592948310515,6.976470588235294
65,0.7056782485807643,6.970588235294118
66,0.6949823917711482,6.988235294117647
67,0.6955503127154181,6.852941176470589
68,0.6877472793354708,7.194117647058823
69,0.7045406806118348,7.31764705882353
70,0.6998324182103662,6.935294117647058
71,0.7049230898127836,6.98235294117647
72,0.7008972378338084,7.511764705882353
73,0.6967305574346991,7.364705882352941
74,0.6896425936151953,7.076470588235293
75,0.6953004416297464,7.03529411764706
76,0.7052950115764842,7.047058823529412
77,0.6893324802903568,6.894117647058824
78,0.6948145633234697,7.1647058823529415
79,0.7047836706918829,6.594117647058823
80,0.7064354672151454,6.923529411764706
81,0.7039698306251975,7.594117647058823
82,0.6910375549512751,7.282352941176471
83,0.6965736269950866,6.729411764705882
84,0.7062561427845674,6.576470588235293
85,0.7069155196933186,6.217647058823529
86,0.7078437072389266,7.094117647058823
87,0.7008294261553708,6.988235294117647
88,0.710148389023893,6.976470588235294
89,0.6946131120709812,7.0588235294117645
90,0.6865148609175401,7.635294117647058
91,0.6961589967503267,7.358823529411764
92,0.6915407901301104,6.805882352941177
