sim_number,EIG_kids,EIG_adults
409,0.6107047738603569,0.6082452159518982
410,0.595211109552147,0.6924242831262426
411,0.601383622912475,0.7399989756052717
412,0.5243504878377068,0.7114722254952414
413,0.5985046200302457,0.6386076414176143
414,0.5828411283225756,0.6586217399781649
415,0.6629280114898505,0.6565688674701899
416,0.6220903492690031,0.7141781853847168
417,0.5957129912046458,0.7226069288765276
418,0.6287937580059765,0.795551699421319
419,0.5693434649908206,0.7029640112750443
420,0.6280585295872889,0.7235287517923124
421,0.5950939992336028,0.653760775834145
422,0.604692414793292,0.6306996799793322
423,0.561184875746021,0.7030928924697031
424,0.6092348615095219,0.7177536934038616
425,0.622490666558803,0.6660050765025375
426,0.5801905664571481,0.7189810074861727
427,0.5838177928598713,0.7011320985824815
428,0.6465138851114058,0.6479207275006968
429,0.5765314524846853,0.6270932411937913
430,0.5815351881526896,0.6103436498196256
431,0.5754087918455353,0.7429441611860229
432,0.5595044884975311,0.6558968738199099
433,0.5714934970811949,0.717753957307836
434,0.5869152333964545,0.7544189527798312
435,0.6408885321055938,0.6403920004426611
436,0.6685826311616615,0.7630641773034976
437,0.5816546275186755,0.5999707881860061
438,0.5938506090868554,0.6764548778870048
439,0.6398964268809145,0.6826624031470729
440,0.5907914449012202,0.5623088530027958
441,0.5888132809160813,0.6959032479187435
442,0.6256681164681084,0.65784626270767
443,0.6675853408953303,0.7141085662164052
444,0.5833793703540264,0.5938865409778564
445,0.5927467521057779,0.7091629721385402
446,0.5656140520547105,0.6588850311488634
447,0.5841755408334611,0.6881936844449509
448,0.5506481574506369,0.6957909061292951
449,0.5942464413490451,0.6301282384012499
450,0.6179875318462936,0.6881352049006272
451,0.6344794290372494,0.6105131319598143
452,0.6072973000321038,0.7133745747596932
453,0.5204525952536682,0.6904804321827616
454,0.6019224270156577,0.7317777203712734
455,0.6003918363435413,0.6959546753980458
456,0.5839074714975145,0.5877927447162163
457,0.6169801226307345,0.7011607003045058
458,0.6648001041006429,0.696395035257316
459,0.5617655697731658,0.6999612709183464
460,0.5896649507051762,0.6580871917988863
461,0.5958368045799589,0.5905651195904041
462,0.6190695621085882,0.6142043114220316
463,0.5699676391841926,0.6855594303677841
464,0.5907944801599198,0.6046054699028338
465,0.575109672034658,0.6839889140671019
466,0.6352189569334383,0.7392791250566098
467,0.5853178525073873,0.6864428677741042
468,0.6210780579069691,0.7600319280938188
469,0.5770903096984421,0.6436355806606704
470,0.573673598346,0.6682636829966393
471,0.5940149040856997,0.6776898435421451
472,0.6282106502551694,0.5570984526493628
473,0.5947018214729124,0.6791300261250176
474,0.6028879689498672,0.7293255301938973
475,0.644793210555327,0.6867943599858689
476,0.5542320972157244,0.7219460176046418
477,0.5661659942454561,0.6903267668637595
478,0.6361463755058259,0.6199613332217068
479,0.5889910464023573,0.69063098132092815
480,0.6107608229867402,0.7624146815086783
481,0.6403810893871423,0.6747278377666108
482,0.5865239879737358,0.6661703930556815
483,0.6146342152748947,0.7380463531292445
484,0.5676556053470161,0.736964816275614
485,0.6515654636721276,0.6604758604551012
486,0.6395217476212213,0.585090700452415
487,0.600599075577163,0.7189686555068611
488,0.5636496975956943,0.6826805453335838
489,0.6402222288306247,0.6823986234604795
490,0.5545896068014224,0.7420547313129456
491,0.5695558789857992,0.6203232987815483
492,0.6178114695850527,0.6732138715815954
493,0.5642824625957764,0.7553628418199937
494,0.5930447810965986,0.56048013814823
495,0.6069385494398136,0.7061917094933339
496,0.56564198411579,0.7443489438309381
497,0.67960697102342,0.6217420620777028
498,0.62969335854125,0.6627770114288866
499,0.6572456782724888,0.7154098928717899
500,0.5440936492666972,0.6998243632727865
501,0.6346533010602224,0.6031104161046438
502,0.5796319670134421,0.6671557779564136
503,0.6798051121120855,0.5678099438903762
504,0.586304712927427,0.6551091928296052
505,0.624629707343895,0.7715818185719436
506,0.6187079724014212,0.6029955991548105
507,0.6240235084804789,0.5872474632169133
508,0.5781347831163866,0.6760149707697721
509,0.6766582825974655,0.645025283136121
510,0.5580447361844095,0.6432524371821483
511,0.5953802166383897,0.7174058704378352
512,0.5627566245308329,0.6941501291226273
513,0.6026168666997461,0.6580815652546138
514,0.6198503324887616,0.72279775886203
515,0.5897078893577465,0.6367734366373223
516,0.5581548940517278,0.6427288894796279
517,0.6060441277149053,0.6764867627684253
518,0.5912487847003786,0.6353690755803113
519,0.5609166753572724,0.6875426255749141
520,0.5823616735572169,0.6276704313933354
521,0.6424192138775376,0.7108465969233491
522,0.6474097712470192,0.6871985357357572
523,0.626096522477933,0.5877877657279797
524,0.5527538884556246,0.6432145357715804
525,0.6108256828003061,0.6836208770829786
526,0.5728361327302923,0.5810827927926705
527,0.6230149553075425,0.6284264327381021
528,0.5365757470964189,0.6687541551094691
529,0.5651137580977538,0.7468773728903277
530,0.5653607898921146,0.6211032331462416
531,0.6380741761208084,0.6835205097108696
532,0.5362084851171158,0.7044751102445629
533,0.5641787293371769,0.5827277548647207
534,0.6314130638492926,0.5851446903503985
535,0.6142352268900744,0.6976138476981051
536,0.6023999559053078,0.5914942215300315
537,0.6186309685006852,0.7114551130504216
538,0.5364326997017763,0.6632446214482726
539,0.5717165153882594,0.6325030779182765
540,0.6171207646708248,0.6909415841493063
541,0.6244457361734881,0.6038111482863223
542,0.6216348944312544,0.70499071576426
543,0.5726117390616442,0.7398257038934355
544,0.5955497968669414,0.7688157817499811
545,0.5966690730330302,0.6658631549566154
546,0.5778121214553216,0.7331218242583127
547,0.674969971721242,0.7383295893904915
548,0.5867076474329269,0.6376730881125402
549,0.612780455164119,0.6619911824014595
550,0.6284233588640141,0.7323732130862108
551,0.5963456666831733,0.6864159923165707
552,0.65413095209436,0.6031750424974036
553,0.5566328427192329,0.6659630646992369
554,0.6217038343972011,0.6632810825600155
555,0.6395018434514874,0.6219823451776696
556,0.6258377523181174,0.5556096293390126
557,0.6040298264194441,0.7010300900345053
558,0.5845059885191023,0.7311999517378983
559,0.6327793791869142,0.6538673216025291
560,0.5902190527909841,0.729023448006479
561,0.5947482714261285,0.72977966812317685
562,0.6063533509054696,0.7317108586417191
563,0.6341553418043475,0.6258991143897215
564,0.5852151184219025,0.6872924464800295
565,0.5571174259140425,0.6923241245575832
566,0.5809407498244484,0.6313526925878341
567,0.5443824024662971,0.6911993677678572
568,0.6258609661031361,0.6741510044716548
569,0.6412295468981493,0.6054827787869478
570,0.5741745148189022,0.6790735968782962
571,0.5987170435443543,0.6664840073768675
572,0.607951073075432,0.6569040546548116
573,0.614114205530468,0.7599904315947539
574,0.6026225906860333,0.6347266412412416
575,0.6681012275485774,0.680100684895474
576,0.6297851696704867,0.7039768517165111
577,0.5946015092681054,0.6125927963612522
578,0.5693589977809705,0.7277389398399075
579,0.6379400280499287,0.633214069013504
580,0.5660795615789292,0.6629046478289617
581,0.6681858455156389,0.6904103608220419
582,0.591032815416184,0.666152287811991
583,0.6585562449320667,0.5683926105659091
584,0.5580554482334972,0.6774427264309009
585,0.6261036355376102,0.6598515998855843
586,0.5874104989504283,0.6497966479261202
587,0.5729771647909201,0.6750124264421413
588,0.5990100596382467,0.6838234031243928
589,0.632014323872937,0.6504775489021891
590,0.6162642730038801,0.6586470632216361
591,0.5476411183959903,0.6189939517873205
592,0.5496693601139236,0.700847361575227
593,0.6233526995726806,0.612130686470816
594,0.5998340404244812,0.6577187740684132
595,0.5859148158205323,0.6464172923946035
596,0.6070049795445593,0.6551916188165137
597,0.6622815373719754,0.6162032126744351
598,0.5801535770050564,0.6611298881692927
599,0.53803978715866,0.5948471615475822
600,0.5597539642722937,0.6081576129945041
601,0.6320146239440286,0.587868567462404
602,0.5630775813228415,0.7315063871261023
603,0.5816602985790856,0.6515011063112975
604,0.5651813587886582,0.6938576252982478
605,0.5831347323257362,0.7955352215835296
606,0.5730853675000896,0.6697246812874753
607,0.6438052071497411,0.623813105969161
608,0.5992822013823899,0.6138391618156223
609,0.540374071556191,0.6480268443273606
610,0.5841037173239783,0.6286347809429507
611,0.625279043535385,0.751787157128464
612,0.5825412646926209,0.7459528539453724
613,0.5728355250608461,0.6034545059384592
614,0.5628320727964701,0.7252568582865822
615,0.6142668718905284,0.5804474993896416
616,0.5706382278277237,0.6537749663021089
617,0.5732179043899857,0.6398531560979589
618,0.5730638470807345,0.674401155120509
619,0.5823514028505461,0.6634272309476309
620,0.6364059847032102,0.6289756075451625
621,0.6046316264223743,0.7793985289910991
622,0.6097604538870691,0.6765273634667309
623,0.5878572822701544,0.6473417509264234
624,0.6149857093747604,0.7053495566753292
625,0.5795501651969678,0.7566565478455569
626,0.6145652519285488,0.7172247764377387
627,0.5975471134879524,0.6441118491223954
628,0.5393729383299619,0.6203859708856961
629,0.5468489518501579,0.7804561113133003
630,0.5829396136002302,0.7063599320255031
631,0.5680387648665074,0.682754402030965
632,0.5464594740797348,0.6871686574287225
633,0.6183514024447386,0.6022583681643591
634,0.5741372634623998,0.614397813486064
635,0.5835614302434774,0.6991499253527538
636,0.618398608650694,0.6391101527584367
637,0.6149110064138418,0.6700246820402566
638,0.5573819649302844,0.6701459650043161
639,0.6313378992406855,0.7454687096213225
640,0.5381515929214149,0.6308029472722624
641,0.5776093660185203,0.6671246575139373
642,0.5931235067884745,0.6673866131267336
643,0.5779378600197792,0.7399444541163123
644,0.6254013486331561,0.6345352850260081
645,0.6464604739349635,0.6426763485605427
646,0.5863924142175082,0.5903150421543907
647,0.541281882567039,0.7437558280370247
648,0.6314182171716378,0.716710580742413
649,0.6201391986496704,0.623816424731847
650,0.6004014346100895,0.7270993359850787
651,0.6042069778249429,0.6077978249368206
652,0.5777462730878232,0.6331951256255608
653,0.6035158062776049,0.6959782669083856
654,0.5800767509118093,0.6431171662686528
655,0.6284373592907384,0.6662236078194538
656,0.5641636140507249,0.6967868871645364
657,0.6207224437008365,0.6692750430609847
658,0.5706491707597775,0.637816649797313
659,0.616847261375646,0.5816564476970381
660,0.567167506412502,0.6670364218608792
661,0.5640616385896732,0.6491723344191445
662,0.6440203576904476,0.6192761136433086
663,0.6136765787952849,0.6950913180869306
664,0.61493888844865,0.6367548968484312
665,0.5714652177119952,0.6558383770698295
666,0.6120698435757144,0.6900713518263523
667,0.5745266978023397,0.6531787284588059
668,0.6046342941815179,0.710598188904672
669,0.5852971298710025,0.6256078403810612
670,0.6335259881145254,0.6691462352474173
671,0.6428509766859468,0.7586020630843413
672,0.645164765933696,0.7531358380045082
673,0.6246405605069972,0.785016678340062
674,0.5811191264038033,0.6515192019887632
675,0.5989753544661267,0.6707672081350959
676,0.5852454466034767,0.6925347688584719
677,0.5901268109754388,0.6888005071597607
678,0.6201796321546851,0.6310619352606233
679,0.5598628523598533,0.7654862630572676
680,0.5878412577021335,0.7114442810918226
681,0.6091521310014404,0.6457180958297442
682,0.6145813557634205,0.7020905098183057
683,0.5946379307850975,0.6455038481402924
684,0.556724597433176,0.7464156773235741
685,0.5993277892507413,0.7416088019891167
686,0.6235436277247974,0.6306636996399615
687,0.6147257522824744,0.6210738926761581
688,0.652345622741086,0.6603770930996145
689,0.59769909305874,0.7362056588497173
690,0.6011453206369264,0.5839129633182538
691,0.5855718741837502,0.6893616374856181
692,0.6000244642976582,0.7581241417198716
693,0.5870088363368553,0.7057678580533805
694,0.5813439244948967,0.6967551105059019
695,0.607583851864458,0.6860878789407904
696,0.5962250401993294,0.6313140951994674
697,0.5769800888993845,0.6777020802190472
698,0.6173187945997971,0.6052787113867268
699,0.6148934127265089,0.6444131920538823
700,0.5664525325555062,0.70402028191380694
701,0.6110477804746882,0.6588368617041171
702,0.57296279830618,0.6250050597507344
703,0.6317202489782415,0.6915934298727645
704,0.5964368772705801,0.6986524836513164
